Zeitpunkt;2026-02-05 15:24:01
551;0.000012
552;0.000015
553;0.000008
554;0.000005
555;0.000007
556;0.000011
557;0.000009
558;0.000005
559;0.000007
560;0.000005
561;0.000004
562;0.000005
563;0.000007
564;0.000007
565;0.000005
566;0.000004
567;0.000005
568;0.000009
569;0.000005
570;0.000004
571;0.000005
572;0.000007
573;0.000005
574;0.000005
575;0.000003
576;0.000001
577;0.000002
578;0.000004
579;0.000003
580;0.000002
581;0.000004
582;0.000005
583;0.000008
584;0.000007
585;0.000008
586;0.000011
587;0.000012
588;0.000012
589;0.000009
590;0.000006
591;0.000005
592;0.000011
593;0.000016
594;0.000018
595;0.000013
596;0.000013
597;0.000017
598;0.000018
599;0.000020
600;0.000019
601;0.000016
602;0.000014
603;0.000019
604;0.000026
605;0.000025
606;0.000024
607;0.000033
608;0.000036
609;0.000031
610;0.000031
611;0.000038
612;0.000034
613;0.000032
614;0.000030
615;0.000034
616;0.000043
617;0.000044
618;0.000049
619;0.000054
620;0.000056
621;0.000050
622;0.000040
623;0.000036
624;0.000042
625;0.000048
626;0.000049
627;0.000052
628;0.000056
629;0.000061
630;0.000057
631;0.000051
632;0.000053
633;0.000057
634;0.000060
635;0.000058
636;0.000057
637;0.000055
638;0.000057
639;0.000062
640;0.000061
641;0.000064
642;0.000063
643;0.000067
644;0.000074
645;0.000061
646;0.000058
647;0.000060
648;0.000062
649;0.000065
650;0.000067
651;0.000064
652;0.000067
653;0.000064
654;0.000051
655;0.000047
656;0.000049
657;0.000060
658;0.000068
659;0.000062
660;0.000059
661;0.000067
662;0.000074
663;0.000070
664;0.000064
665;0.000068
666;0.000067
667;0.000058
668;0.000062
669;0.000068
670;0.000066
671;0.000065
672;0.000067
673;0.000068
674;0.000077
675;0.000085
676;0.000087
677;0.000092
678;0.000082
679;0.000071
680;0.000068
681;0.000074
682;0.000075
683;0.000073
684;0.000075
685;0.000072
686;0.000064
687;0.000053
688;0.000044
689;0.000037
690;0.000047
691;0.000066
692;0.000074
693;0.000071
694;0.000072
695;0.000070
696;0.000061
697;0.000061
698;0.000072
699;0.000078
700;0.000084
701;0.000077
702;0.000063
703;0.000059
704;0.000067
705;0.000073
706;0.000074
707;0.000073
708;0.000076
709;0.000074
710;0.000066
711;0.000072
712;0.000075
713;0.000079
714;0.000077
715;0.000069
716;0.000056
717;0.000048
718;0.000040
719;0.000030
720;0.000037
721;0.000055
722;0.000055
723;0.000053
724;0.000051
725;0.000044
726;0.000047
727;0.000037
728;0.000027
729;0.000031
730;0.000032
731;0.000046
732;0.000055
733;0.000056
734;0.000057
735;0.000059
736;0.000061
737;0.000067
738;0.000068
739;0.000061
740;0.000053
741;0.000049
742;0.000057
743;0.000067
744;0.000064
745;0.000053
746;0.000051
747;0.000052
748;0.000056
749;0.000057
750;0.000054
751;0.000053
752;0.000054
753;0.000060
754;0.000053
755;0.000039
756;0.000043
757;0.000046
758;0.000033
759;0.000021
760;0.000012
761;0.000005
762;0.000001
763;0.000002
764;0.000003
765;0.000004
766;0.000007
767;0.000015
768;0.000020
769;0.000028
770;0.000036
771;0.000042
772;0.000047
773;0.000047
774;0.000043
775;0.000040
776;0.000036
777;0.000032
778;0.000044
779;0.000045
780;0.000037
781;0.000029
782;0.000031
783;0.000032
784;0.000027
785;0.000025
786;0.000025
787;0.000024
788;0.000020
789;0.000021
790;0.000022
791;0.000018
792;0.000016
793;0.000017
794;0.000018
795;0.000032
796;0.000031
797;0.000026
798;0.000024
799;0.000028
800;0.000020
801;0.000015
802;0.000020
803;0.000019
804;0.000018
805;0.000022
806;0.000029
807;0.000031
808;0.000023
809;0.000017
810;0.000015
811;0.000013
812;0.000006
813;0.000006
814;0.000011
815;0.000006
816;0.000000
817;0.000000
818;0.000001
819;0.000001
820;0.000000
821;0.000001
822;0.000000
823;0.000000
824;0.000000
825;0.000001
826;0.000000
827;0.000002
828;0.000003
829;0.000001
830;0.000001
831;0.000001
832;0.000000
833;0.000001
834;0.000005
835;0.000006
836;0.000001
837;0.000004
838;0.000003
839;0.000003
840;0.000004
841;0.000002
842;0.000002
843;0.000003
844;0.000002
845;0.000001
846;0.000004
847;0.000006
848;0.000003
849;0.000000
850;0.000000
851;0.000002
852;0.000003
853;0.000002
854;0.000000
855;0.000000
856;0.000000
857;0.000000
858;0.000003
859;0.000006
860;0.000003
861;0.000000
862;0.000000
863;0.000000
864;0.000000
865;0.000000
866;0.000000
867;0.000000
868;0.000000
869;0.000000
870;0.000000
871;0.000000
872;0.000000
873;0.000000
874;0.000000
875;0.000000
876;0.000000
877;0.000000
878;0.000000
879;0.000000
880;0.000000
881;0.000000
882;0.000000
883;0.000000
884;0.000000
885;0.000000
886;0.000000
887;0.000000
888;0.000000
889;0.000000
890;0.000000
891;0.000000
892;0.000000
893;0.000000
894;0.000000
895;0.000000
896;0.000000
897;0.000000
898;0.000000
899;0.000000
900;0.000000
901;0.000000
902;0.000000
903;0.000000
904;0.000000
905;0.000000
906;0.000000
907;0.000000
908;0.000000
909;0.000000
910;0.000000
911;0.000000
912;0.000000
913;0.000000
914;0.000000
915;0.000000
916;0.000000
917;0.000000
918;0.000000
919;0.000000
920;0.000000
921;0.000000
922;0.000000
923;0.000000
924;0.000000
925;0.000000
926;0.000000
927;0.000000
928;0.000000
929;0.000000
930;0.000000
931;0.000000
932;0.000000
933;0.000000
934;0.000000
935;0.000000
936;0.000000
937;0.000000
938;0.000000
939;0.000000
940;0.000000
941;0.000000
942;0.000000
943;0.000000
944;0.000000
945;0.000000
946;0.000000
947;0.000000
948;0.000000
949;0.000000
950;0.000000
951;0.000000
952;0.000000
953;0.000000
954;0.000000
955;0.000000
956;0.000000
957;0.000000
958;0.000000
959;0.000000
960;0.000000
961;0.000000
962;0.000000
963;0.000000
964;0.000000
965;0.000000
966;0.000000
967;0.000000
968;0.000000
969;0.000000
970;0.000000
971;0.000000
972;0.000000
973;0.000000
974;0.000000
975;0.000000
976;0.000000
977;0.000000
978;0.000000
979;0.000000
980;0.000000
981;0.000000
982;0.000000
983;0.000000
984;0.000000
985;0.000000
986;0.000000
987;0.000000
988;0.000000
989;0.000000
990;0.000000
991;0.000000
992;0.000000
993;0.000000
994;0.000000
995;0.000000
996;0.000000
997;0.000000
998;0.000000
999;0.000000
1000;0.000000
1001;0.000000
1002;0.000000
1003;0.000000
1004;0.000000
1005;0.000000
1006;0.000000
1007;0.000000
1008;0.000000
1009;0.000000
1010;0.000000
1011;0.000000
1012;0.000000
1013;0.000000
1014;0.000000
1015;0.000000
1016;0.000000
1017;0.000000
1018;0.000000
1019;0.000000
1020;0.000000
