Zeitpunkt;2026-01-13 14:54:16
551;0.001086
552;0.001102
553;0.000937
554;0.000942
555;0.000927
556;0.000977
557;0.001090
558;0.000922
559;0.000927
560;0.000977
561;0.000904
562;0.000859
563;0.000940
564;0.000961
565;0.001001
566;0.000949
567;0.000908
568;0.000941
569;0.001140
570;0.001220
571;0.001103
572;0.001065
573;0.000975
574;0.001082
575;0.000991
576;0.000879
577;0.000964
578;0.001168
579;0.001263
580;0.001171
581;0.001046
582;0.001069
583;0.001117
584;0.001263
585;0.001366
586;0.001287
587;0.001215
588;0.001285
589;0.001252
590;0.001086
591;0.001079
592;0.001270
593;0.001421
594;0.001429
595;0.001387
596;0.001401
597;0.001356
598;0.001307
599;0.001305
600;0.001229
601;0.001211
602;0.001308
603;0.001270
604;0.001276
605;0.001265
606;0.001174
607;0.001243
608;0.001316
609;0.001234
610;0.001226
611;0.001319
612;0.001308
613;0.001186
614;0.001099
615;0.001124
616;0.001236
617;0.001202
618;0.001116
619;0.001205
620;0.001274
621;0.001136
622;0.001097
623;0.001177
624;0.001133
625;0.001120
626;0.001126
627;0.001130
628;0.001107
629;0.001128
630;0.000982
631;0.000938
632;0.001045
633;0.001030
634;0.000945
635;0.000852
636;0.000840
637;0.000851
638;0.000875
639;0.000848
640;0.000835
641;0.000849
642;0.000778
643;0.000786
644;0.000929
645;0.000838
646;0.000735
647;0.000738
648;0.000728
649;0.000618
650;0.000585
651;0.000595
652;0.000665
653;0.000626
654;0.000480
655;0.000453
656;0.000442
657;0.000526
658;0.000587
659;0.000507
660;0.000409
661;0.000404
662;0.000405
663;0.000379
664;0.000362
665;0.000357
666;0.000352
667;0.000315
668;0.000289
669;0.000274
670;0.000242
671;0.000221
672;0.000247
673;0.000256
674;0.000226
675;0.000219
676;0.000240
677;0.000247
678;0.000184
679;0.000166
680;0.000154
681;0.000166
682;0.000141
683;0.000118
684;0.000147
685;0.000164
686;0.000136
687;0.000100
688;0.000100
689;0.000094
690;0.000078
691;0.000083
692;0.000099
693;0.000102
694;0.000081
695;0.000070
696;0.000056
697;0.000053
698;0.000062
699;0.000066
700;0.000067
701;0.000061
702;0.000043
703;0.000034
704;0.000041
705;0.000044
706;0.000043
707;0.000038
708;0.000038
709;0.000029
710;0.000014
711;0.000017
712;0.000021
713;0.000024
714;0.000021
715;0.000014
716;0.000008
717;0.000012
718;0.000007
719;0.000000
720;0.000000
721;0.000006
722;0.000005
723;0.000011
724;0.000011
725;0.000003
726;0.000005
727;0.000000
728;0.000000
729;0.000000
730;0.000000
731;0.000000
732;0.000000
733;0.000000
734;0.000000
735;0.000000
736;0.000000
737;0.000000
738;0.000000
739;0.000000
740;0.000000
741;0.000000
742;0.000000
743;0.000000
744;0.000000
745;0.000000
746;0.000000
747;0.000000
748;0.000000
749;0.000000
750;0.000000
751;0.000000
752;0.000000
753;0.000000
754;0.000000
755;0.000000
756;0.000000
757;0.000000
758;0.000000
759;0.000000
760;0.000000
761;0.000000
762;0.000000
763;0.000000
764;0.000000
765;0.000000
766;0.000000
767;0.000000
768;0.000000
769;0.000000
770;0.000000
771;0.000000
772;0.000000
773;0.000000
774;0.000000
775;0.000000
776;0.000000
777;0.000000
778;0.000000
779;0.000000
780;0.000000
781;0.000000
782;0.000000
783;0.000000
784;0.000000
785;0.000000
786;0.000000
787;0.000000
788;0.000000
789;0.000000
790;0.000000
791;0.000000
792;0.000000
793;0.000000
794;0.000000
795;0.000000
796;0.000000
797;0.000000
798;0.000000
799;0.000000
800;0.000000
801;0.000000
802;0.000000
803;0.000000
804;0.000000
805;0.000000
806;0.000000
807;0.000000
808;0.000000
809;0.000000
810;0.000000
811;0.000000
812;0.000000
813;0.000000
814;0.000000
815;0.000000
816;0.000000
817;0.000000
818;0.000000
819;0.000000
820;0.000000
821;0.000000
822;0.000000
823;0.000000
824;0.000000
825;0.000000
826;0.000000
827;0.000000
828;0.000000
829;0.000000
830;0.000000
831;0.000000
832;0.000000
833;0.000000
834;0.000000
835;0.000000
836;0.000000
837;0.000000
838;0.000000
839;0.000000
840;0.000000
841;0.000000
842;0.000000
843;0.000000
844;0.000000
845;0.000000
846;0.000000
847;0.000000
848;0.000000
849;0.000000
850;0.000000
851;0.000000
852;0.000000
853;0.000000
854;0.000000
855;0.000000
856;0.000000
857;0.000000
858;0.000000
859;0.000000
860;0.000000
861;0.000000
862;0.000000
863;0.000000
864;0.000000
865;0.000000
866;0.000000
867;0.000000
868;0.000000
869;0.000000
870;0.000000
871;0.000000
872;0.000000
873;0.000000
874;0.000000
875;0.000000
876;0.000000
877;0.000000
878;0.000000
879;0.000000
880;0.000000
881;0.000000
882;0.000000
883;0.000000
884;0.000000
885;0.000000
886;0.000000
887;0.000000
888;0.000000
889;0.000000
890;0.000000
891;0.000000
892;0.000000
893;0.000000
894;0.000000
895;0.000000
896;0.000000
897;0.000000
898;0.000000
899;0.000000
900;0.000000
901;0.000000
902;0.000000
903;0.000000
904;0.000000
905;0.000000
906;0.000000
907;0.000000
908;0.000000
909;0.000000
910;0.000000
911;0.000000
912;0.000000
913;0.000000
914;0.000000
915;0.000000
916;0.000000
917;0.000000
918;0.000000
919;0.000000
920;0.000000
921;0.000000
922;0.000000
923;0.000000
924;0.000000
925;0.000000
926;0.000000
927;0.000000
928;0.000000
929;0.000000
930;0.000000
931;0.000000
932;0.000000
933;0.000000
934;0.000000
935;0.000000
936;0.000000
937;0.000000
938;0.000000
939;0.000000
940;0.000000
941;0.000000
942;0.000000
943;0.000000
944;0.000000
945;0.000000
946;0.000000
947;0.000000
948;0.000000
949;0.000000
950;0.000000
951;0.000000
952;0.000000
953;0.000000
954;0.000000
955;0.000000
956;0.000000
957;0.000000
958;0.000000
959;0.000000
960;0.000000
961;0.000000
962;0.000000
963;0.000000
964;0.000000
965;0.000000
966;0.000000
967;0.000000
968;0.000000
969;0.000000
970;0.000000
971;0.000000
972;0.000000
973;0.000000
974;0.000000
975;0.000000
976;0.000000
977;0.000000
978;0.000000
979;0.000000
980;0.000000
981;0.000000
982;0.000000
983;0.000000
984;0.000000
985;0.000000
986;0.000000
987;0.000000
988;0.000000
989;0.000000
990;0.000000
991;0.000000
992;0.000000
993;0.000000
994;0.000000
995;0.000000
996;0.000000
997;0.000000
998;0.000000
999;0.000000
1000;0.000000
1001;0.000000
1002;0.000000
1003;0.000000
1004;0.000000
1005;0.000000
1006;0.000000
1007;0.000000
1008;0.000000
1009;0.000000
1010;0.000000
1011;0.000000
1012;0.000000
1013;0.000000
1014;0.000000
1015;0.000000
1016;0.000000
1017;0.000000
1018;0.000000
1019;0.000000
1020;0.000000
